knr2017,AAR,ART,prod,nytidutmg,utmar,totareal,VEKTMA,VEKTFE,VEKTCH,KVEKTCH,ANDAD,ANDCH,ADPROD,CHPROD,METAD,METOFF,KMETOFF,METADANT,METOFFANT,METBEITAD,METBEITOFF,TOTBEITE,TOTBEITEDAG,LNTOTBEITE,TOTBAR
211.00,1949,geit,1.00,92.00,94.87,133.28,,50,25,18.75,0.65,0.35,0.65,0.35,18.80301547,11.18033989,9.010542803,12.22196005,3.153689981,1124.420325,290.1394783,1414.559803,3.87550631,,14.91050704
213.00,1949,geit,1.00,92.00,127.46,162.08,,50,25,18.75,0.65,0.35,0.65,0.35,18.80301547,11.18033989,9.010542803,12.22196005,3.153689981,1124.420325,290.1394783,1414.559803,3.87550631,,11.09806844
214.00,1949,geit,0.00,92.00,61.32,101.00,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
215.00,1949,geit,0.00,92.00,71.11,86.54,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
216.00,1949,geit,2.90,92.00,53.73,59.56,,50,25,18.75,0.65,0.35,1.885,1.015,18.80301547,11.18033989,9.010542803,35.44368415,9.145700945,3260.818942,841.4044869,4102.223429,11.2389683,,76.34884476
217.00,1949,geit,6.70,92.00,31.98,34.27,,50,25,18.75,0.65,0.35,4.355,2.345,18.80301547,11.18033989,9.010542803,81.88713235,21.12972287,7533.616176,1943.934504,9477.550681,25.96589228,,296.3586829
219.00,1949,geit,18.10,92.00,169.00,189.13,,50,25,18.75,0.65,0.35,11.765,6.335,18.80301547,11.18033989,9.010542803,221.217477,57.08178866,20352.00788,5251.524556,25603.53244,70.14666421,,151.5001919
220.00,1949,geit,15.20,92.00,84.84,96.97,,50,25,18.75,0.65,0.35,9.88,5.32,18.80301547,11.18033989,9.010542803,185.7737928,47.93608771,17091.18894,4410.12007,21501.30901,58.90769591,,253.4336281
221.00,1949,geit,10.50,40.00,796.95,896.74,,50,25,18.75,0.65,0.35,6.825,3.675,18.80301547,11.18033989,9.010542803,128.3305806,33.1137448,5133.223222,1324.549792,6457.773014,17.69252881,,8.103109372
226.00,1949,geit,0.00,66.00,124.53,198.91,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
227.00,1949,geit,0.00,92.00,110.56,137.77,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
228.00,1949,geit,0.00,92.00,50.62,56.64,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
229.00,1949,geit,0.00,92.00,165.73,195.71,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
230.00,1949,geit,1.90,92.00,60.83,67.47,,50,25,18.75,0.65,0.35,1.235,0.665,18.80301547,11.18033989,9.010542803,23.2217241,5.992010964,2136.398617,551.2650087,2687.663626,7.363461989,,44.18319293
231.00,1949,geit,0.00,92.00,50.68,75.01,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
233.00,1949,geit,9.50,92.00,165.15,180.48,,50,25,18.75,0.65,0.35,6.175,3.325,18.80301547,11.18033989,9.010542803,116.1086205,29.96005482,10681.99309,2756.325043,13438.31813,36.81730994,,81.37037923
234.00,1949,geit,0.00,92.00,55.95,81.95,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
235.00,1949,geit,1.90,92.00,161.13,249.93,,50,25,18.75,0.65,0.35,1.235,0.665,18.80301547,11.18033989,9.010542803,23.2217241,5.992010964,2136.398617,551.2650087,2687.663626,7.363461989,,16.68009449
236.00,1949,geit,39.90,92.00,470.97,611.35,,50,25,18.75,0.65,0.35,25.935,13.965,18.80301547,11.18033989,9.010542803,487.6562061,125.8322302,44864.37096,11576.56518,56440.93614,154.6327018,,119.8397693
237.00,1949,geit,30.40,66.00,334.90,387.02,,50,25,18.75,0.65,0.35,19.76,10.64,18.80301547,11.18033989,9.010542803,371.5475856,95.87217542,24522.14065,6327.563578,30849.70423,84.51973761,,92.1161667
238.00,1949,geit,6.70,92.00,273.70,324.70,,50,25,18.75,0.65,0.35,4.355,2.345,18.80301547,11.18033989,9.010542803,81.88713235,21.12972287,7533.616176,1943.934504,9477.550681,25.96589228,,34.62751436
239.00,1949,geit,1.90,40.00,253.44,260.74,,50,25,18.75,0.65,0.35,1.235,0.665,18.80301547,11.18033989,9.010542803,23.2217241,5.992010964,928.868964,239.6804386,1168.549403,3.201505212,,4.61075364
301.00,1949,geit,19.00,92.00,390.37,426.59,,50,25,18.75,0.65,0.35,12.35,6.65,18.80301547,11.18033989,9.010542803,232.217241,59.92010964,21363.98617,5512.650087,26876.63626,73.63461989,,68.84913354
402.00,1949,geit,6.70,84.50,910.53,963.69,,50,25,18.75,0.65,0.35,4.355,2.345,18.80301547,11.18033989,9.010542803,81.88713235,21.12972287,6919.462684,1785.461583,8704.924267,23.84910758,,9.560282766
403.00,1949,geit,8.60,71.00,289.58,338.20,,50,25,18.75,0.65,0.35,5.59,3.01,18.80301547,11.18033989,9.010542803,105.1088565,27.12173384,7462.728808,1925.643102,9388.371911,25.72156688,,32.42065029
412.00,1949,geit,153.00,71.00,941.89,1124.80,,50,25,18.75,0.65,0.35,99.45,53.55,18.80301547,11.18033989,9.010542803,1869.959888,482.5145671,132767.1521,34258.53426,167025.6863,457.60462,,177.3303531
415.00,1949,geit,36.10,71.00,314.76,362.51,,50,25,18.75,0.65,0.35,23.465,12.635,18.80301547,11.18033989,9.010542803,441.2127579,113.8482083,31326.10581,8083.22279,39409.3286,107.9707633,,125.2043735
417.00,1949,geit,114.00,71.00,539.87,640.73,,50,25,18.75,0.65,0.35,74.1,39.9,18.80301547,11.18033989,9.010542803,1393.303446,359.5206578,98924.54467,25525.96671,124450.5114,340.9603051,,230.5194054
418.00,1949,geit,101.70,98.00,447.68,473.48,,50,25,18.75,0.65,0.35,66.105,35.595,18.80301547,11.18033989,9.010542803,1242.973337,320.7302711,121811.3871,31431.56657,153242.9536,419.8437086,,342.3046677
419.00,1949,geit,12.40,98.00,413.61,478.01,,50,25,18.75,0.65,0.35,8.06,4.34,18.80301547,11.18033989,9.010542803,151.5523047,39.10575577,14852.12586,3832.364065,18684.48992,51.19038334,,45.17417355
420.00,1949,geit,15.20,98.00,567.33,605.27,,50,25,18.75,0.65,0.35,9.88,5.32,18.80301547,11.18033989,9.010542803,185.7737928,47.93608771,18205.83169,4697.736596,22903.56829,62.74950216,,40.3708041
423.00,1949,geit,3.80,98.00,711.45,777.75,,50,25,18.75,0.65,0.35,2.47,1.33,18.80301547,11.18033989,9.010542803,46.4434482,11.98402193,4551.457924,1174.434149,5725.892073,15.68737554,,8.048200257
425.00,1949,geit,180.50,98.00,905.84,1004.97,,50,25,18.75,0.65,0.35,117.325,63.175,18.80301547,11.18033989,9.010542803,2206.063789,569.2410416,216194.2514,55785.62207,271979.8734,745.1503382,,300.2515604
426.00,1949,geit,77.00,98.00,630.32,678.82,,50,25,18.75,0.65,0.35,50.05,26.95,18.80301547,11.18033989,9.010542803,941.090924,242.8341285,92226.91056,23797.7446,116024.6552,317.8757675,,184.0726221
427.00,1949,geit,368.60,98.00,1162.40,1209.82,,50,25,18.75,0.65,0.35,239.59,129.01,18.80301547,11.18033989,9.010542803,4505.014475,1162.450127,441491.4186,113920.1124,555411.531,1521.675427,,477.8144623
428.00,1949,geit,2317.10,98.00,2925.19,2948.35,,50,25,18.75,0.65,0.35,1506.115,810.985,18.80301547,11.18033989,9.010542803,28319.50364,7307.415055,2775311.356,716126.6754,3491438.032,9565.583649,,1193.576497
429.00,1949,geit,466.50,98.00,1277.20,1295.29,,50,25,18.75,0.65,0.35,303.225,163.275,18.80301547,11.18033989,9.010542803,5701.544365,1471.196376,558751.3477,144177.2449,702928.5926,1925.831761,,550.3668905
430.00,1949,geit,394.30,95.00,2109.51,2130.00,,50,25,18.75,0.65,0.35,256.295,138.005,18.80301547,11.18033989,9.010542803,4819.118849,1243.49996,457816.2906,118132.4962,575948.7868,1577.941882,,273.0249142
432.00,1949,geit,1016.50,92.00,3042.83,3063.83,,50,25,18.75,0.65,0.35,660.725,355.775,18.80301547,11.18033989,9.010542803,12423.62239,3205.725866,1142973.26,294926.7796,1437900.04,3939.452164,,472.5535241
434.00,1949,geit,527.30,92.00,1906.91,1920.91,,50,25,18.75,0.65,0.35,342.745,184.555,18.80301547,11.18033989,9.010542803,6444.639536,1662.940727,592906.8373,152990.5469,745897.3842,2043.554477,,391.1550016
436.00,1949,geit,844.60,92.00,1066.95,1097.65,,50,25,18.75,0.65,0.35,548.99,295.61,18.80301547,11.18033989,9.010542803,10322.66746,2663.606558,949685.4064,245051.8033,1194737.21,3273.252629,,1119.768696
437.00,1949,geit,1314.80,92.00,1764.56,1820.62,,50,25,18.75,0.65,0.35,854.62,460.18,18.80301547,11.18033989,9.010542803,16069.43308,4146.471587,1478387.843,381475.386,1859863.229,5095.515696,,1054.009628
438.00,1949,geit,1818.30,92.00,892.71,920.81,,50,25,18.75,0.65,0.35,1181.895,636.405,18.80301547,11.18033989,9.010542803,22223.18996,5734.354493,2044533.477,527560.6133,2572094.09,7046.833123,,2881.220206
439.00,1949,geit,1471.60,92.00,1231.51,1257.21,,50,25,18.75,0.65,0.35,956.54,515.06,18.80301547,11.18033989,9.010542803,17985.83641,4640.970176,1654696.95,426969.2562,2081666.206,5703.195086,,1690.336421
441.00,1949,geit,1330.00,92.00,977.23,1007.43,,50,25,18.75,0.65,0.35,864.5,465.5,18.80301547,11.18033989,9.010542803,16255.20687,4194.407675,1495479.032,385885.5061,1881364.538,5154.423392,,1925.201373
501.00,1949,geit,354.40,59.50,413.89,447.03,,50,25,18.75,0.65,0.35,230.36,124.04,18.80301547,11.18033989,9.010542803,4331.462643,1117.667729,257722.0272,66501.22989,324223.2571,888.2828962,,783.3561022
502.00,1949,geit,64.60,33.50,559.75,630.88,,50,25,18.75,0.65,0.35,41.99,22.61,18.80301547,11.18033989,9.010542803,789.5386194,203.7283728,26449.54375,6824.900488,33274.44424,91.16286093,,59.44518845
511.00,1949,geit,814.20,107.00,1317.50,1347.00,,50,25,18.75,0.65,0.35,529.23,284.97,18.80301547,11.18033989,9.010542803,9951.119875,2567.734383,1064769.827,274747.5789,1339517.406,3669.9107,,1016.711503
512.00,1949,geit,833.20,107.00,2133.37,2174.17,,50,25,18.75,0.65,0.35,541.58,291.62,18.80301547,11.18033989,9.010542803,10183.33712,2627.654492,1089617.071,281159.0307,1370776.102,3755.550965,,642.5402542
513.00,1949,geit,3670.80,107.00,1954.55,1978.85,,50,25,18.75,0.65,0.35,2386.02,1284.78,18.80301547,11.18033989,9.010542803,44864.37096,11576.56518,4800487.693,1238692.475,6039180.167,16545.69909,,3089.805923
514.00,1949,geit,1609.30,107.00,1848.30,1871.00,,50,25,18.75,0.65,0.35,1046.045,563.255,18.80301547,11.18033989,9.010542803,19668.80031,5075.233287,2104561.633,543049.9617,2647611.595,7253.730398,,1432.457715
515.00,1949,geit,860.70,107.00,1239.69,1272.23,,50,25,18.75,0.65,0.35,559.455,301.245,18.80301547,11.18033989,9.010542803,10519.44102,2714.380967,1125580.189,290438.7634,1416018.952,3879.503979,,1142.236327
516.00,1949,geit,2224.00,107.00,1050.36,1096.57,,50,25,18.75,0.65,0.35,1445.6,778.4,18.80301547,11.18033989,9.010542803,27181.63916,7013.806518,2908435.39,750477.2974,3658912.687,10024.41832,,3483.484412
517.00,1949,geit,105.50,107.00,856.34,892.22,,50,25,18.75,0.65,0.35,68.575,36.925,18.80301547,11.18033989,9.010542803,1289.416786,332.714293,137967.5961,35600.42935,173568.0254,475.5288367,,202.6858787
519.00,1949,geit,924.40,107.00,666.75,702.25,,50,25,18.75,0.65,0.35,600.86,323.54,18.80301547,11.18033989,9.010542803,11297.97987,2915.271018,1208883.846,311933.999,1520817.845,4166.624234,,2280.94165
520.00,1949,geit,1690.10,107.00,1174.17,1222.30,,50,25,18.75,0.65,0.35,1098.565,591.535,18.80301547,11.18033989,9.010542803,20656.33468,5330.051437,2210227.811,570315.5038,2780543.315,7617.92689,,2368.092623
521.00,1949,geit,1279.70,107.00,585.42,616.62,,50,25,18.75,0.65,0.35,831.805,447.895,18.80301547,11.18033989,9.010542803,15640.44228,4035.777069,1673527.324,431828.1464,2105355.47,5768.097179,,3596.316269
522.00,1949,geit,1631.20,107.00,1083.44,1152.54,,50,25,18.75,0.65,0.35,1060.28,570.92,18.80301547,11.18033989,9.010542803,19936.46124,5144.299097,2133201.352,550440.0034,2683641.356,7352.442071,,2476.96352
528.00,1949,geit,11.40,12.00,373.62,486.52,,50,25,18.75,0.65,0.35,7.41,3.99,18.80301547,11.18033989,9.010542803,139.3303446,35.95206578,1671.964135,431.4247894,2103.388925,5.762709382,,5.629754629
529.00,1949,geit,11.40,12.00,172.10,231.51,,50,25,18.75,0.65,0.35,7.41,3.99,18.80301547,11.18033989,9.010542803,139.3303446,35.95206578,1671.964135,431.4247894,2103.388925,5.762709382,,12.22189962
532.00,1949,geit,3.80,12.00,179.16,194.74,,50,25,18.75,0.65,0.35,2.47,1.33,18.80301547,11.18033989,9.010542803,46.4434482,11.98402193,557.3213784,143.8082631,701.1296415,1.920903127,,3.913427336
533.00,1949,geit,0.00,12.00,245.36,273.16,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
534.00,1949,geit,7.60,12.00,582.39,659.57,,50,25,18.75,0.65,0.35,4.94,2.66,18.80301547,11.18033989,9.010542803,92.8868964,23.96804386,1114.642757,287.6165263,1402.259283,3.841806255,,2.407766759
536.00,1949,geit,3.80,98.00,635.76,661.35,,50,25,18.75,0.65,0.35,2.47,1.33,18.80301547,11.18033989,9.010542803,46.4434482,11.98402193,4551.457924,1174.434149,5725.892073,15.68737554,,9.006373588
538.00,1949,geit,1029.80,98.00,886.56,928.23,,50,25,18.75,0.65,0.35,669.37,360.43,18.80301547,11.18033989,9.010542803,12586.17446,3247.669942,1233445.097,318271.6544,1551716.752,4251.278772,,1750.267045
540.00,1949,geit,186.20,107.00,1049.82,1071.12,,50,25,18.75,0.65,0.35,121.03,65.17,18.80301547,11.18033989,9.010542803,2275.728962,587.2170745,243502.9989,62832.22697,306335.2259,839.2745914,,291.7978567
541.00,1949,geit,767.60,107.00,429.58,444.58,,50,25,18.75,0.65,0.35,498.94,268.66,18.80301547,11.18033989,9.010542803,9381.576536,2420.772429,1003828.689,259022.65,1262851.339,3459.866683,,2939.734949
542.00,1949,geit,1656.80,107.00,819.44,855.65,,50,25,18.75,0.65,0.35,1076.92,579.88,18.80301547,11.18033989,9.010542803,20249.34342,5225.033561,2166679.745,559078.591,2725758.336,7467.831059,,3326.367198
543.00,1949,geit,649.80,107.00,390.64,421.04,,50,25,18.75,0.65,0.35,422.37,227.43,18.80301547,11.18033989,9.010542803,7941.829642,2049.26775,849775.7717,219271.6492,1069047.421,2928.897044,,2736.65631
544.00,1949,geit,2025.40,107.00,853.96,882.26,,50,25,18.75,0.65,0.35,1316.51,708.89,18.80301547,11.18033989,9.010542803,24754.35789,6387.483688,2648716.294,683460.7546,3332177.049,9129.252189,,3902.029426
545.00,1949,geit,1414.60,107.00,1293.26,1313.76,,50,25,18.75,0.65,0.35,919.49,495.11,18.80301547,11.18033989,9.010542803,17289.18469,4461.209847,1849942.762,477349.4536,2327292.216,6376.143056,,1799.554781
602.00,1949,geit,3.80,29.00,119.92,134.65,,50,25,18.75,0.65,0.35,2.47,1.33,18.80301547,11.18033989,9.010542803,46.4434482,11.98402193,1346.859998,347.5366359,1694.396634,4.642182558,,14.12939154
604.00,1949,geit,38.00,69.67,718.35,756.52,,50,25,18.75,0.65,0.35,24.7,13.3,18.80301547,11.18033989,9.010542803,464.434482,119.8402193,32355.60225,8348.86861,40704.47086,111.5190982,,56.66384194
605.00,1949,geit,2.90,83.00,1352.75,1428.52,,50,25,18.75,0.65,0.35,1.885,1.015,18.80301547,11.18033989,9.010542803,35.44368415,9.145700945,2941.825785,759.0931784,3700.918963,10.13950401,,2.73584843
612.00,1949,geit,0.00,78.00,111.50,133.70,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
615.00,1949,geit,0.00,98.00,663.79,670.69,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
616.00,1949,geit,192.90,116.00,761.30,775.60,,50,25,18.75,0.65,0.35,125.385,67.515,18.80301547,11.18033989,9.010542803,2357.616094,608.3467973,273483.4669,70568.22849,344051.6954,942.6073847,,451.9265669
617.00,1949,geit,58.90,116.00,495.24,516.32,,50,25,18.75,0.65,0.35,38.285,20.615,18.80301547,11.18033989,9.010542803,719.8734471,185.7523399,83505.31986,21547.27143,105052.5913,287.8153186,,212.1246089
618.00,1949,geit,424.70,116.00,695.15,714.75,,50,25,18.75,0.65,0.35,276.055,148.645,18.80301547,11.18033989,9.010542803,5190.666434,1339.372135,602117.3064,155367.1677,757484.474,2075.299929,,1089.670537
619.00,1949,geit,942.40,116.00,1056.21,1088.16,,50,25,18.75,0.65,0.35,612.56,329.84,18.80301547,11.18033989,9.010542803,11517.97515,2972.037438,1336085.118,344756.3428,1680841.461,4605.045098,,1591.389459
620.00,1949,geit,902.50,116.00,1672.39,1688.99,,50,25,18.75,0.65,0.35,586.625,315.875,18.80301547,11.18033989,9.010542803,11030.31895,2846.205208,1279516.998,330159.8041,1609676.802,4410.07343,,962.5008533
621.00,1949,geit,153.00,98.00,779.61,812.61,,50,25,18.75,0.65,0.35,99.45,53.55,18.80301547,11.18033989,9.010542803,1869.959888,482.5145671,183256.069,47286.42758,230542.4966,631.6232784,,295.7151609
622.00,1949,geit,3.80,98.00,332.05,341.35,,50,25,18.75,0.65,0.35,2.47,1.33,18.80301547,11.18033989,9.010542803,46.4434482,11.98402193,4551.457924,1174.434149,5725.892073,15.68737554,,17.24406587
623.00,1949,geit,20.90,78.00,409.50,461.18,,50,25,18.75,0.65,0.35,13.585,7.315,18.80301547,11.18033989,9.010542803,255.4389651,65.9121206,19924.23928,5141.145407,25065.38468,68.67228681,,61.20973061
624.00,1949,geit,27.60,78.00,369.09,421.86,,50,25,18.75,0.65,0.35,17.94,9.66,18.80301547,11.18033989,9.010542803,337.3260974,87.04184348,26311.4356,6789.263791,33100.69939,90.68684765,,89.68191875
625.00,1949,geit,0.00,78.00,103.57,112.56,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
626.00,1949,geit,21.90,13.00,243.58,284.00,,50,25,18.75,0.65,0.35,14.235,7.665,18.80301547,11.18033989,9.010542803,267.6609252,69.06581059,3479.592027,897.8555376,4377.447565,11.99300703,,17.97129306
627.00,1949,geit,29.50,13.00,94.22,111.04,,50,25,18.75,0.65,0.35,19.175,10.325,18.80301547,11.18033989,9.010542803,360.5478215,93.03385444,4687.12168,1209.440108,5896.561788,16.1549638,,62.58291008
628.00,1949,geit,1.00,13.00,143.13,156.85,,50,25,18.75,0.65,0.35,0.65,0.35,18.80301547,11.18033989,9.010542803,12.22196005,3.153689981,158.8854807,40.99796975,199.8834504,0.547625892,,1.396516806
631.00,1949,geit,303.10,98.00,526.59,538.19,,50,25,18.75,0.65,0.35,197.015,106.085,18.80301547,11.18033989,9.010542803,3704.476092,955.8834333,363038.657,93676.57646,456715.2335,1251.274612,,867.3070766
632.00,1949,geit,215.70,98.00,419.80,429.60,,50,25,18.75,0.65,0.35,140.205,75.495,18.80301547,11.18033989,9.010542803,2636.276783,680.2509289,258355.1248,66664.59103,325019.7158,890.4649748,,774.2251448
633.00,1949,geit,466.50,116.00,2260.74,2278.94,,50,25,18.75,0.65,0.35,303.225,163.275,18.80301547,11.18033989,9.010542803,5701.544365,1471.196376,661379.1463,170658.7796,832037.9259,2279.555961,,368.0378663
701.00,1949,geit,1.90,45.00,45.98,67.46,,50,25,18.75,0.65,0.35,1.235,0.665,18.80301547,11.18033989,9.010542803,23.2217241,5.992010964,1044.977584,269.6404934,1314.618078,3.601693364,,28.59108477
702.00,1949,geit,0.00,45.00,63.84,83.78,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
704.00,1949,geit,10.50,45.00,61.59,104.80,,50,25,18.75,0.65,0.35,6.825,3.675,18.80301547,11.18033989,9.010542803,128.3305806,33.1137448,5774.876125,1490.118516,7264.994641,19.90409491,,117.9573736
709.00,1949,geit,1.90,45.00,418.12,496.60,,50,25,18.75,0.65,0.35,1.235,0.665,18.80301547,11.18033989,9.010542803,23.2217241,5.992010964,1044.977584,269.6404934,1314.618078,3.601693364,,3.144116708
710.00,1949,geit,2.00,45.00,310.06,417.50,,50,25,18.75,0.65,0.35,1.3,0.7,18.80301547,11.18033989,9.010542803,24.44392011,6.307379962,1099.976405,283.8320983,1383.808503,3.791256173,,4.463034584
711.00,1949,geit,0.00,45.00,52.12,55.96,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
713.00,1949,geit,5.70,45.00,140.34,173.90,,50,25,18.75,0.65,0.35,3.705,1.995,18.80301547,11.18033989,9.010542803,69.6651723,17.97603289,3134.932753,808.9214801,3943.854234,10.80508009,,28.10213933
714.00,1949,geit,0.00,45.00,134.14,148.51,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
716.00,1949,geit,1.90,45.00,125.10,224.00,,50,25,18.75,0.65,0.35,1.235,0.665,18.80301547,11.18033989,9.010542803,23.2217241,5.992010964,1044.977584,269.6404934,1314.618078,3.601693364,,10.50853779
722.00,1949,geit,13.30,45.00,46.68,59.23,,50,25,18.75,0.65,0.35,8.645,4.655,18.80301547,11.18033989,9.010542803,162.5520687,41.94407675,7314.843091,1887.483454,9202.326545,25.21185355,,197.136387
723.00,1949,geit,12.40,45.00,34.80,37.54,,50,25,18.75,0.65,0.35,8.06,4.34,18.80301547,11.18033989,9.010542803,151.5523047,39.10575577,6819.853709,1759.759009,8579.612719,23.50578827,,246.5405954
728.00,1949,geit,1.90,45.00,249.26,271.66,,50,25,18.75,0.65,0.35,1.235,0.665,18.80301547,11.18033989,9.010542803,23.2217241,5.992010964,1044.977584,269.6404934,1314.618078,3.601693364,,5.274083599
805.00,1949,geit,11.40,81.00,150.12,157.53,,50,25,18.75,0.65,0.35,7.41,3.99,18.80301547,11.18033989,9.010542803,139.3303446,35.95206578,11285.75791,2912.117329,14197.87524,38.89828833,,94.57684013
806.00,1949,geit,7.60,81.00,678.34,722.00,,50,25,18.75,0.65,0.35,4.94,2.66,18.80301547,11.18033989,9.010542803,92.8868964,23.96804386,7523.838608,1941.411552,9465.250161,25.93219222,,13.9535486
807.00,1949,geit,44.70,81.00,831.77,851.07,,50,25,18.75,0.65,0.35,29.055,15.645,18.80301547,11.18033989,9.010542803,546.3216143,140.9699422,44252.05076,11418.56531,55670.61608,152.5222358,,66.93030054
811.00,1949,geit,0.00,81.00,197.76,204.66,,50,25,18.75,0.65,0.35,0,0,18.80301547,11.18033989,9.010542803,0,0,0,0,0,0,,0
814.00,1949,geit,4.80,81.00,271.05,280.53,,50,25,18.75,0.65,0.35,3.12,1.68,18.80301547,11.18033989,9.010542803,58.66540825,15.13771191,4751.898068,1226.154665,5978.052733,16.37822667,,22.05516596
815.00,1949,geit,55.10,81.00,286.75,290.75,,50,25,18.75,0.65,0.35,35.815,19.285,18.80301547,11.18033989,9.010542803,673.4299989,173.768318,54547.82991,14075.23375,68623.06366,188.0083936,,239.3132124
817.00,1949,geit,15.20,81.00,986.57,998.27,,50,25,18.75,0.65,0.35,9.88,5.32,18.80301547,11.18033989,9.010542803,185.7737928,47.93608771,15047.67722,3882.823105,18930.50032,51.86438444,,19.18819782
